BOROUGH,longitude,latitude,Residential,Education Facility,Cultural Facility,Recreational Facility,Social Services,Transportation Facility,Commercial,Government Facility,Religious Institution,Health Services,Public Safety,Water,Miscellaneous
Manhattan,-73.94256112173817,40.84338929675572,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.92952382424028,40.63063258470176,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-74.00154306021115,40.67482468531197,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.93986387360005,40.812636918239875,0,0,0,0,1,0,0,0,0,0,0,0,0
Staten Island,-74.12204086047791,40.63434514386092,0,0,0,0,0,0,0,0,0,0,1,0,0
Bronx,-73.86542788426202,40.90210407253728,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.87067375273111,40.847236240389826,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92179052593197,40.8142566559974,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.10008013608979,40.56817460112812,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.99665663085176,40.57221743270885,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.90971595222862,40.74534643190195,0,0,1,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.10113606195122,40.590426502546414,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88725176325929,40.68066851260352,0,0,1,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.07876625980084,40.59547862234277,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94494530412409,40.810711882104854,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.97671122689484,40.71581430323813,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.93919488928668,40.75867834126953,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.81398996597702,40.8293312423162,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.97360470117782,40.726348185187256,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94847721607738,40.58608076105946,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94813828439946,40.811972736907556,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94119813870205,40.81943184586246,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.80589182496726,40.74817283772763,0,0,0,0,0,0,0,0,0,0,0,1,0
Bronx,-73.82342236964931,40.82040903259889,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.08224527701317,40.6231988772454,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.89564435977714,40.64767879554106,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98124849555218,40.7756756991828,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.82589390511033,40.836744325180135,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.00182870283977,40.72985581488976,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-74.00044239450656,40.711496134896436,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96390427238305,40.7533020968365,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-74.00938789808652,40.704731239018614,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.93157790526186,40.79661462862144,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.97045342473074,40.74497809749713,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.88757392927864,40.82560204512338,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.91509932057443,40.85926501579773,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.25279615826798,40.51023162199588,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.87217602313487,40.66928687534989,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97720655503032,40.69362914804359,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.93988010306482,40.760695666426805,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.92947504733546,40.83685477703498,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.90518693558069,40.66205115443627,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.86444534364709,40.88202854393322,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.85976394401743,40.88965767768337,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-74.02788002988706,40.62538644455513,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96116665503574,40.80710777178479,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.92489177877154,40.865558595472805,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97073177329641,40.75684314764047,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-74.00396918188049,40.62783211950084,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98139590861395,40.74239978940304,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.15165128678146,40.60548784309045,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.87542330582403,40.83431573222343,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.91923386585357,40.81912022598685,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.89448623606286,40.858735350539106,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90172630899036,40.86910733255288,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.85314092516535,40.737614278299716,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95442767996877,40.656606133098535,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98087602882352,40.59120422427907,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93939061791583,40.701697288615755,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.90391612398949,40.87669584920671,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9523383222857,40.695982443156225,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9905252133458,40.69574341957308,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96033199103456,40.70368729553914,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-73.93436265755841,40.67791437742349,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.88358520861928,40.74636716976794,0,0,0,0,0,0,0,0,0,0,0,0,1
Queens,-73.91342532984244,40.74414176127334,0,0,0,0,0,0,0,0,0,0,0,0,1
Queens,-73.81598669325521,40.78727007608059,0,0,0,0,0,0,0,0,0,0,0,0,1
Staten Island,-74.10151644872387,40.63731962178363,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.09872716275605,40.58585410947652,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.95065920137297,40.80757852378923,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.97906957226928,40.728314457901725,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.9622452384857,40.79973850486262,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97925476247367,40.68692876739531,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.97039923182017,40.74853645479357,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.82059659518748,40.67657195586851,0,0,0,0,0,0,0,0,0,0,0,0,1
Queens,-73.80570808803732,40.67490368739096,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-73.98779839049119,40.62840584872672,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98300831735429,40.772892371469275,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9316318361049,40.84861544126299,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.95155862458198,40.587593173892635,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94702136198896,40.651089085317594,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.84290389564482,40.82544198865752,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.9664721339781,40.6804342378727,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.96510333528832,40.80706266785051,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.99973752340391,40.746072674674814,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97789737008691,40.78026734667844,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.97732674150384,40.71626061053981,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88951097647367,40.67811328213718,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97076421390751,40.76840496656142,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.20148681869652,40.54295611864763,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.97641282507904,40.76246624255217,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.95725119073899,40.76690552502011,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.1099617656021,40.595106587872124,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9755169930063,40.71819476933185,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.94698639990457,40.757065205463384,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.93139964344577,40.799850119554485,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.00186934411859,40.640231772366775,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.89225332148182,40.9084456880664,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94368651452791,40.70424399198152,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.99222944244114,40.6631428336745,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90804145488599,40.87770939358366,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.82468415458094,40.85164809174998,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.80307105642694,40.85628275653091,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.98161911963732,40.784760777298885,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.93432614929742,40.85600483571715,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.82931013845202,40.6201439213546,0,0,0,0,0,0,0,0,0,0,0,1,0
Manhattan,-73.93410386912457,40.79478626433246,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.91825623738107,40.6357546649055,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.85389607723256,40.895161307157785,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.93107091744368,40.79891207798598,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98620326549056,40.735553623626046,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.83361709493249,40.88206111270644,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.933633983107,40.76656866311574,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.84720770162419,40.81674647314016,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.92205984871728,40.812487059166045,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94415600366536,40.796725163974486,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.06430711114632,40.65038185679553,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-74.05389064096799,40.64410325243998,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-74.02247460323305,40.663713557076285,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-74.04000070981951,40.67193675911721,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-74.0295013518742,40.666825660836544,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.08097526651376,40.618433555382566,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.11812836813768,40.634742772428055,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98938252670455,40.712368574438315,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.99566585640524,40.74996655218434,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.95895876162027,40.57857400783412,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98009359209883,40.77407520041589,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.83516132627614,40.60666981882338,0,0,0,0,0,0,0,0,0,0,0,1,0
Queens,-73.81278844012374,40.73139515808896,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.84301467958535,40.88556636521417,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90414688794498,40.835557801441105,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.92560135225969,40.8088620532966,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.78529429206588,40.5947777633081,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94300964070085,40.83312824976645,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.87207637977274,40.67150524185502,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93648945137087,40.6565727067699,0,0,0,0,0,0,0,0,0,1,0,0,0
Queens,-73.9133490133009,40.72139149181383,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.08887631473536,40.63065052390608,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.8650688680951,40.87649967043778,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.1985243101,40.600669008309026,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.15442320098113,40.641981093777545,0,0,0,0,0,1,0,0,0,0,0,0,0
Queens,-73.89036071108637,40.78551427225198,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.89494826045245,40.798885951545216,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.86726568248368,40.80750124709779,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.16209967538641,40.63060167522715,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96916412546148,40.76494151332522,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88648152459302,40.67137542589848,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98829400139257,40.75732501588621,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.96293763391016,40.64484379884362,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93946751328068,40.65277241614468,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9871971503359,40.711837039148286,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.8629463921808,40.667231442008905,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.8672323566539,40.818002937999914,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.82832840260653,40.765603771428594,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.77486573479071,40.874468858316696,0,0,0,0,0,0,0,0,0,0,0,1,0
Bronx,-73.86651570113844,40.87552396076969,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.78763797213502,40.5950981318071,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.93823798999661,40.79257833058101,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.96414689164368,40.77526920988012,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.98225116414392,40.71108174558367,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88191048416775,40.66864426127997,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.90766418314374,40.6824349849591,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98664418915001,40.692360869947336,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96594793178072,40.640774129553066,0,0,1,0,0,0,0,0,0,0,0,0,0
Queens,-73.84653194981952,40.680921432537986,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98967301743006,40.73868656271892,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95444864759597,40.63277168563255,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.01278812078826,40.615490093817144,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.85746910693234,40.82169055375169,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-74.01054092740341,40.70226953002081,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.99109018371502,40.63327086457059,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.10383796169789,40.635303200381195,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan,-73.98630177757683,40.71195326783041,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.92249178437518,40.84656504038559,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.99793044328224,40.71154521226829,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.90843454228147,40.66791059666696,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94114858153722,40.787591195815246,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.83292272211901,40.8584699844218,0,0,0,0,0,0,0,0,0,1,0,0,0
Brooklyn,-73.99369269195172,40.63666693729758,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-74.00293527394189,40.730010821259725,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.94213194969772,40.785216168064764,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96161759966823,40.673531113499166,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.94783261235328,40.59732497904874,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.84676914504224,40.887067760245614,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93602654102986,40.833160671310374,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.78414511195773,40.83751330372283,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.91566234679698,40.64445973256188,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.88735902253855,40.632357829745125,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9245560820603,40.681315784077555,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.91860680403899,40.80590976952577,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.91635335412867,40.80492773385678,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93378191168652,40.65948653101587,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan,-74.00307350866638,40.70511769233426,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-73.93865416861392,40.60659546975598,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93057934928419,40.8463440464324,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.75698310830082,40.75487541212273,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.83865294613277,40.8914121826525,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.7371401786605,40.768441354066496,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.96865592435829,40.75673180220328,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.87886753401101,40.86970188865505,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94282515019292,40.829196133484665,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.89070244663738,40.82733280790342,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.17993250653308,40.60108129136812,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.94128690495542,40.79558945410196,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90425712628114,40.887300293748325,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.86185424089923,40.70536742720372,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97219379663531,40.70250373377209,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.91610413908015,40.64338523593376,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.93707515310398,40.83832443610713,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90022334241439,40.87972202898739,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.82302135284014,40.821527912907534,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92611892658178,40.69996476827811,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94089456025482,40.8221533593108,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98917749981094,40.73387956159464,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98277438944073,40.59191027947746,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9870205067173,40.728138334897096,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.83767212377977,40.887214580283754,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.8494943242441,40.740905077475,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.86128608243114,40.75759903194707,0,0,0,1,0,0,0,0,0,0,0,0,0
Queens,-73.76000449740691,40.761069591088955,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.13136483416007,40.620181113179534,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.99282974069818,40.5778359392245,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.86401963192507,40.681195450057224,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.00338118447611,40.73498838067159,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.9367999985381,40.76290751427025,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.91288078369143,40.80632819540472,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.10839020417185,40.635294245368556,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.97564274586155,40.62785436380235,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.97708890329586,40.66707089061989,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95091093291582,40.78072824651574,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.95331959295589,40.67650834214704,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.13767021635059,40.56276443256868,0,0,0,0,0,0,0,0,0,0,0,1,0
Staten Island,-74.24641449536556,40.508230354000936,0,0,0,0,0,0,0,0,0,0,0,0,1
Bronx,-73.82958470593435,40.872003435705814,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.09951611376705,40.63163447485244,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.8926697080702,40.70755264602616,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-73.91220475960176,40.70166247809331,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97384504469035,40.68125924486794,0,0,0,0,0,0,0,0,0,0,1,0,0
Staten Island,-74.1887871168082,40.516290509700724,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.88771014829666,40.85187155147168,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.98806391756722,40.68258015469231,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.84553086493466,40.75290379839589,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.94375279622606,40.79774290259966,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.91656797137357,40.64384304197543,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99578762620561,40.74727771898701,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.89039246519103,40.66024028739816,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.9058643395705,40.722907358223516,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96979306425612,40.65499293317937,0,0,0,0,0,0,0,0,0,0,0,1,0
Brooklyn,-73.95370893954534,40.58250223473868,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.15251964140379,40.625313070105065,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9831631642483,40.73130664201823,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-74.0099133992792,40.7322653190176,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-74.03843506104435,40.63340407685619,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.84609211102395,40.87226149297525,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.83440188532171,40.83796514789889,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.94978462932666,40.800819352790526,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90221786996099,40.89043394510844,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.00184904001081,40.60309152220497,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.84736413417679,40.680267950149315,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.79814270360077,40.70191260050905,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.91311907290239,40.69767819506272,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93721633962822,40.81177345773227,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97641089047573,40.72079820662621,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.16227613856299,40.632637030187226,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94992243047884,40.64871591692849,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.9398604891277,40.83338915497305,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.99542201361199,40.7312527326864,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.86332534282666,40.66878079942777,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9964508486044,40.75660915895835,0,0,0,0,0,0,0,0,0,0,1,0,0
Bronx,-73.85843167079153,40.86087432272871,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90445885999502,40.82338421231745,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98514359044151,40.73379398542361,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.06545496319606,40.61730644602321,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.93705849079878,40.797043356997726,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-74.00721385419858,40.65624796050118,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.9385639812001,40.81584439450017,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.9747817968083,40.72698864274604,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-74.01184583800007,40.66061101376296,0,0,0,0,0,1,0,0,0,0,0,0,0
Queens,-73.93622686804625,40.774715694401806,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.01066769245932,40.676267282326734,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97060758888531,40.80506410209157,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.96878498278006,40.780113444402474,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.17554682948148,40.55419958346435,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-74.05624850352383,40.67338844837769,0,0,0,0,0,1,0,0,0,0,0,0,0
