BOROUGH,longitude,latitude,Residential,Education Facility,Cultural Facility,Recreational Facility,Social Services,Transportation Facility,Commercial,Government Facility,Religious Institution,Health Services,Public Safety,Water,Miscellaneous
Manhattan,-73.99212375131846,40.75123412314888,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.96048907707862,40.81709305823505,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.76693954294826,40.66134568434849,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.94226310242884,40.696600152180324,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94366945157074,40.7896928497477,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.99113322788303,40.71382712851503,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.90866264648406,40.67097958391835,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.8671954882509,40.8267088019204,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00434760990747,40.739800552696856,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9385227936523,40.79756047861207,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-74.00436228010118,40.7264804878632,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95331738738797,40.631887055301156,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93041447901676,40.68823362273308,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.93497221838153,40.69006239773549,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.91510842798097,40.81285750976363,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9779713225089,40.77600917411416,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.99064518785777,40.640141627722755,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.98930374078806,40.7116477112772,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97878028234834,40.62291953079997,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.9234246958571,40.745740981752384,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.89492646086097,40.873414109046465,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.91675271335755,40.81123456570832,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.86615881891163,40.82730528234636,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.7953770233782,40.70050468762255,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00094661550776,40.748444988726206,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94545578397111,40.78744038201424,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00884929094464,40.71564305784793,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.93329951603121,40.800427253111046,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.90965845782023,40.662654596880365,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.8224558958707,40.86637177696935,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.08911202545008,40.63548239619632,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.96852606342853,40.650771439628464,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.93584079392224,40.808476843374756,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.99273706896317,40.69538334604212,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.9043957166851,40.82549168586309,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.00342337065547,40.608024514513126,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93642050578754,40.806977019603046,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-74.00550572594516,40.74334912139124,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.15117844879286,40.56409555273623,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.02350597387839,40.633794154039634,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.90010933820855,40.677416235553686,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-74.00383121903809,40.743752611090024,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.14157945586483,40.54352375574751,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-73.98656031042002,40.63916079026109,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.95138225695398,40.781616142075045,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-74.02309369721821,40.62108245574093,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.81439572451572,40.82940434953986,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-74.01618191842537,40.654737643917656,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94575885159497,40.78076823514683,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97710081982903,40.69982336702169,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.93838507196939,40.66198083711492,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.91035709520133,40.75335364603689,0,0,0,0,0,0,0,0,0,1,0,0,0
Brooklyn,-73.96303756881335,40.654214883987464,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.75262453457347,40.600742585409066,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.97412861492437,40.764332138741146,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.90626596728596,40.8368413444923,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94695855274354,40.81873436064838,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90385467534885,40.82371734316091,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96120847809156,40.76539569322235,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.04661632633879,40.63411583784138,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-74.01651221954523,40.71783543865001,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.90437463631993,40.85491817106284,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.9095758352209,40.68492959768134,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.99083356729075,40.72556432093184,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.96117458105324,40.80619846106513,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.15107346108125,40.55076052836596,0,0,0,0,0,0,0,1,0,0,0,0,0
Staten Island,-74.07806111738282,40.64133796374419,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.92213577076444,40.813139824679,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.97769973905096,40.72307022539748,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.90988085193683,40.81293673320198,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94154400892666,40.80008595999814,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.95246324459958,40.804738395278434,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.97341108178061,40.6985923796898,0,0,0,0,0,0,1,0,0,0,0,0,0
Queens,-73.80879807005098,40.74077329026579,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.92240439199668,40.67515577997216,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.87153124234403,40.67212474972095,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98194088623563,40.71307393188058,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.9154353230554,40.81062562374039,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98616002779592,40.75965236150591,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.95018138091447,40.82097886344794,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.84472438898077,40.85479801555246,0,0,0,0,0,0,0,0,0,1,0,0,0
Queens,-73.9337200374573,40.77335635590186,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00465288689861,40.74355678669365,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96435629092394,40.70580714520768,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.91097036149267,40.85131497552832,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.90565088662994,40.777292342152116,0,0,0,0,0,0,0,0,0,0,0,0,1
Staten Island,-74.1015726172219,40.58622453112722,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.93673816498546,40.76051261286365,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.98046949785802,40.691694704512685,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.88852976083473,40.859637320841934,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.99769583870449,40.62807931291914,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.96948440110032,40.79935862640398,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.91422867885746,40.858910084103975,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.75576693504213,40.7480940783854,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.89152999952027,40.883003186298374,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98689854779347,40.77394755721131,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95810298248318,40.62013469162596,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.85137459025488,40.82950115064706,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.87037105790091,40.82101613749096,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97740589231798,40.72850175133673,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.8204834324204,40.69631253289706,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.97920798372101,40.732836566088096,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.83333423071355,40.876829037775586,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.91540181814489,40.69555631034679,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98207066976791,40.779962765296396,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.84619411842478,40.88595194202681,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.8317438413461,40.69837904859395,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.93919251988291,40.66975354189329,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.90652136981292,40.87545552612232,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95711089051639,40.66622248591888,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88711863136936,40.63424689238503,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.01178145514139,40.657099484805016,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.9991852168692,40.72835932100859,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.9483141492619,40.800104101616476,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.04453958253305,40.68924665106785,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-74.00217046807963,40.57274274513021,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.95569732564111,40.76188720000074,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan,-73.94396090742079,40.78989389467877,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.98449348237199,40.77374354142204,0,0,1,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9715525407687,40.789931238678726,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98091996643367,40.700081469280434,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.9093462570455,40.69340020592762,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.90468740938756,40.775632161954356,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.19600574566853,40.53537890701569,0,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan,-73.93537057536241,40.851534100691346,0,0,0,0,0,0,0,0,0,0,1,0,0
Queens,-73.90933586676024,40.73433499136702,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.88431404058963,40.804352444411194,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronx,-73.85665743572767,40.825268502551005,0,0,0,0,0,0,1,0,0,0,0,0,0
Queens,-73.81927215059763,40.610357532312634,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.88404087891976,40.65688875879234,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.16207609267057,40.63317757699125,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.94652901437482,40.587819953182766,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94002374441281,40.81692633746712,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.79941807191528,40.75574943203333,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96215020932625,40.70585895315775,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.02870873055677,40.64400722232451,0,0,0,0,0,0,0,0,0,0,1,0,0
Queens,-73.8138932184884,40.708722520902654,0,0,0,0,1,0,0,0,0,0,0,0,0
Staten Island,-74.11619528525124,40.638427716587636,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.94956655166037,40.81168152082487,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.879764144546,40.880408600012636,0,0,0,0,0,0,0,0,0,1,0,0,0
Bronx,-73.91305343774222,40.80607863261623,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.00052738650412,40.73819305926655,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94275364359706,40.80617879804764,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronx,-73.86942678551937,40.820180604908984,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-74.00216242062565,40.572708001492984,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.92314445053637,40.86602162491306,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.97729851142621,40.7859149453842,0,0,1,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.91782807706026,40.69317216895923,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.89155025008294,40.67301401682314,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.99207449615835,40.760504504931525,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94454558268475,40.8226521035084,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94205426440524,40.82828740462609,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.98387448465321,40.73462459409339,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.98977415950465,40.728456366797886,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.99301277145248,40.69224007731173,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.07899646042642,40.632228404993754,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.9455909544692,40.64319701724255,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.9176731163532,40.682342366305505,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.97598075252536,40.758479718920455,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.95013697214308,40.65364062288654,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.98774445015309,40.63269673459606,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-74.00900927177568,40.67867982472439,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-74.00591978033003,40.61861521872174,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.94289700824176,40.66108404242278,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.96098260334531,40.644962876979676,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.99077545721686,40.75669090285867,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.83322377885894,40.86700920125436,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.84320913171555,40.82290675435792,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.82500203858963,40.873119720477106,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.89538029965122,40.70679944336301,0,0,0,0,0,1,0,0,0,0,0,0,0
Brooklyn,-73.96554032220396,40.66534482130043,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.13537795211117,40.64122257640203,0,0,0,1,0,0,0,0,0,0,0,0,0
Brooklyn,-73.89302536905626,40.63077844969669,0,0,0,1,0,0,0,0,0,0,0,0,0
Staten Island,-74.14763605593232,40.56018426585468,0,0,0,1,0,0,0,0,0,0,0,0,0
Bronx,-73.89917267519402,40.86177227788542,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.90622023900988,40.6658405769616,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.83583275877314,40.87729166049305,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.81813915196923,40.73547213359694,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.872502947313,40.65839696487182,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.99166020798859,40.751738511344264,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.98709797856608,40.73028159659099,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.93882013254525,40.83782252968287,0,0,0,0,0,0,0,0,1,0,0,0,0
Staten Island,-74.09621819392927,40.62210003665563,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.95803725518827,40.822962640666496,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94578300583022,40.73242367488071,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.97463699629839,40.77842479008216,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.97360834191426,40.57541741566028,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93513521028848,40.847927834472074,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.99688041003998,40.7481923192703,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.82459724652034,40.879006324308286,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.82964051913991,40.8755427009697,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.88437348485921,40.8651435817752,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.8430569503804,40.78040237267851,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98557162526463,40.74276745640339,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97838956174381,40.75962646975794,0,0,0,0,0,0,1,0,0,0,0,0,0
Staten Island,-74.11125209519582,40.623452070884106,0,0,0,0,0,0,0,0,0,0,0,0,1
Staten Island,-74.12978359857502,40.592605666636935,0,0,0,0,0,0,0,0,0,0,0,0,1
Queens,-73.89235117917323,40.69090032746656,0,0,0,0,0,0,0,0,0,0,0,0,1
Manhattan,-73.97791157444759,40.766131473563,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.86411034118099,40.85928338749278,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98717666532798,40.669865534895784,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-74.00309020680402,40.754454700597115,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronx,-73.92254052741477,40.8151073299186,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.79530027127129,40.807092014618256,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93555476973505,40.853113678557214,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.94616937228587,40.797639759649385,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95118288955815,40.68732506558796,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96951015151546,40.79690882466986,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.96957462754494,40.760841041707366,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99058419416107,40.7695943755905,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.98069722538817,40.77344092836018,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.96908694706285,40.76449980110703,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97117009849488,40.80042633652471,0,0,0,0,0,0,0,0,0,0,0,0,1
Brooklyn,-73.86853220307641,40.653504527558724,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.99158696886181,40.72602382436133,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97702700047797,40.758077535751994,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.92770324331092,40.58567344890316,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.93823207639387,40.84886612065792,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.12903134414566,40.63315885533781,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-74.01052297303957,40.736202806409594,0,0,0,0,0,1,0,0,0,0,0,0,0
Manhattan,-73.91210511681007,40.869773452564,0,0,0,0,0,1,0,0,0,0,0,0,0
Staten Island,-74.166811143066,40.580192758549735,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.94253193951053,40.81244606721384,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97487917101708,40.78362387931243,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.16911404536268,40.558983660674066,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.91586183523427,40.642065110833315,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.9814040330628,40.76234873434449,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97658480875437,40.75142690882539,0,0,0,0,0,0,0,0,0,0,0,0,1
Staten Island,-74.16425087806078,40.559516155714576,0,0,0,0,0,0,1,0,0,0,0,0,0
Manhattan,-73.97465628463738,40.7928088861101,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.98862754686004,40.58210882068871,0,0,0,0,0,0,1,0,0,0,0,0,0
Bronx,-73.86897343688246,40.86859675202622,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.90374385525634,40.82208450778888,0,0,0,0,1,0,0,0,0,0,0,0,0
Queens,-73.81256162639805,40.73552521319872,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.9276406547216,40.80978325591743,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.96596115330313,40.76963561774754,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.91749042858393,40.686018209562455,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.76487738809413,40.608100654001916,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9916513101513,40.72586846146243,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.83057805686977,40.87818213870606,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-74.01704106626123,40.71431979265596,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.99981072706697,40.58029446478815,1,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.9677823669957,40.799770788047894,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.88322762806906,40.8591334293218,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95221565377875,40.69844413498315,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.93268831076055,40.75664542251761,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.93888751552652,40.81514104947527,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.94905382959725,40.639085487782225,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.90875332124548,40.76834657318487,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.89068842712145,40.67707234643364,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.96494772115045,40.80578069381639,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.96288670929982,40.77644486337637,0,1,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.12262365990405,40.60812919531982,0,0,0,0,1,0,0,0,0,0,0,0,0
Bronx,-73.83975158529567,40.84857315868911,0,0,0,0,0,0,0,0,0,1,0,0,0
Manhattan,-73.97776057146797,40.7343952725938,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.13294454409987,40.61795116840413,0,1,0,0,0,0,0,0,0,0,0,0,0
Queens,-73.77214062361963,40.59626530916461,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.96245922210001,40.80939393818438,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.95498140039537,40.729219399655946,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.90272338191406,40.74643939023708,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan,-73.94212308174797,40.83325154330761,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.88191979431035,40.64858081302375,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.94470549106104,40.6888806917807,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-74.01320729159725,40.64543944484593,0,0,0,0,0,0,0,0,0,0,1,0,0
Staten Island,-74.23891977384517,40.51269225953555,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.98720699837074,40.671764733480494,0,0,0,0,0,0,0,0,0,0,1,0,0
Queens,-73.7597260801072,40.66352906462654,0,0,0,0,0,0,0,0,0,0,1,0,0
Brooklyn,-73.98888474750858,40.660990836742265,0,1,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96490900383783,40.70864010579168,0,0,0,0,0,0,0,0,1,0,0,0,0
Queens,-73.72955734001374,40.71302186603429,0,0,0,1,0,0,0,0,0,0,0,0,0
Manhattan,-73.9937687079274,40.76902866695986,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.97731475664273,40.78889682263858,0,0,0,0,0,0,0,0,1,0,0,0,0
Manhattan,-73.94456318393044,40.8303732051628,0,0,0,0,0,0,0,0,1,0,0,0,0
Brooklyn,-73.99976840545938,40.60690645300943,0,0,0,0,1,0,0,0,0,0,0,0,0
Manhattan,-73.97920400714764,40.77404232053937,0,0,0,0,1,0,0,0,0,0,0,0,0
Brooklyn,-73.93746545710555,40.67065596455845,0,0,0,0,0,0,0,1,0,0,0,0,0
Queens,-73.90926214089616,40.734502484151406,0,0,0,0,0,0,0,1,0,0,0,0,0
Brooklyn,-73.94973037274356,40.69630801745728,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.8969476686759,40.65328584593988,1,0,0,0,0,0,0,0,0,0,0,0,0
Staten Island,-74.07452584263345,40.62760240790654,0,0,0,0,0,0,1,0,0,0,0,0,0
Brooklyn,-73.88154110976373,40.659865596301465,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn,-73.96427369583937,40.7054412408442,1,0,0,0,0,0,0,0,0,0,0,0,0
Bronx,-73.87692296257097,40.82206060921621,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan,-73.98173518717664,40.71824750710943,0,0,0,0,1,0,0,0,0,0,0,0,0
